,names,managers,addresses,types,urls,phones,被保険者数,登記注意事項,lat,lon
7820,内外化成株式会社,-,足立区大谷田２丁目８番４号,-,-,-,,,35.782465,139.845017
7821,株式会社中建,-,足立区綾瀬４丁目２９番１２号,-,-,-,,,35.765351,139.822318
7822,株式会社ナカジマインターナショナル,-,足立区綾瀬３丁目１７番２５号,-,-,-,,,35.764004,139.826444
7823,中島配管株式会社,角掛良一,足立区保塚町４番１３号,サービス,-,03-3850-2873,1,,35.786674,139.812942
7824,中田機化工業株式会社,上島嗣男,足立区神明南１丁目１４番２３号,メーカー,http://www.nakata-kika.co.jp/,03-3605-1900,19,,35.788641,139.828751
7825,株式会社ナカネ,-,足立区西伊興２丁目３番２号,-,-,-,2,,35.794578,139.7766
7826,株式会社中村設備工務店,中村隆夫,足立区江北４丁目３１番２１号,建設,-,03-3854-5031,7,,35.773847,139.766786
7827,株式会社ナス文具,-,足立区舎人１丁目１７番３号,メーカー,-,03-3899-3074,1,,35.807249,139.770704
7828,株式会社ナミショウ,-,足立区綾瀬３丁目２７番９号,-,-,-,,,35.764004,139.826444
7829,日本キャピタル株式会社,-,足立区青井２丁目６番２６号,-,-,-,2,,35.772297,139.814732
7830,日本総業株式会社,-,足立区西新井本町２丁目５番１号,-,-,-,,,35.775826,139.772349
7831,日本東京国際学院株式会社,-,足立区鹿浜２丁目１７番９号,-,-,-,,,35.781856,139.747084
7832,日本厨房工業株式会社,-,足立区弘道１丁目５番１５号,-,-,-,,,35.768519,139.812339
7833,定司エンジニアリング株式会社,定司耕治,足立区西新井本町１丁目２０番６号,-,http://jyouduka.web.fc2.com/contents01.html,-,,,35.77579,139.779365
7834,日本ビジョン株式会社,-,足立区栗原３丁目１０番１９−４０８号,-,-,-,,,35.780269,139.785368
7835,日本リトル株式会社,-,足立区千住河原町２番１号,メーカー,-,03-3882-8781,,,35.743103,139.798787
7836,新高理化工業株式会社,代表取締役 高宮 卓哉,足立区千住５丁目２７番１９号,商社,http://niitakarika.com,03-3882-2411,3,,35.756268,139.804677
7837,株式会社西新井青色申告会館,-,足立区栗原１丁目６番２０号,-,-,-,,,35.780414,139.789422
7838,西村ガラス工芸株式会社,西村健司,足立区千住旭町４番１１号,建設,-,03-3882-5010,2,,35.748874,139.80716
7839,西六金属株式会社,-,足立区六町４丁目６番１９号−２０５,-,-,-,,,35.785655,139.822972
7840,日栄商事株式会社,呉本仁秀,足立区梅島１丁目１８番１号,小売,http://www.nichieishouji.co.jp/,03-3849-2330,8,,35.772496,139.800703
7842,日産電設株式会社,-,足立区鹿浜６丁目９番１６号,建設,-,-,1,,35.786345,139.759033
7843,日東エネルギー株式会社,代表取締役 赤津 正弥,足立区六木１丁目１９番１３号,建設,http://www.nittoh-e.co.jp/,-,265,,35.791125,139.837839
7844,日東建設工業株式会社,荻谷徳正,足立区千住緑町２丁目１４番１６号,建設,-,03-3870-0701,2,,35.744936,139.792197
7845,日東耐熱販売株式会社,-,足立区江北７丁目１１番１０号,-,-,-,,,35.780768,139.763566
7846,株式会社アルド,-,足立区梅島３丁目２２番１０号,-,-,-,,,35.775806,139.794888
7847,ニューマネジメントシステム株式会社,青木文雄,足立区千住仲町４０番１１号,商社,https://www.nmsc.co.jp/,03-3881-1703,17,,35.744983,139.800544
7848,株式会社根岸金属,-,足立区西新井４丁目５番１４号,-,-,-,,,35.787855,139.775443
7849,株式会社根本産業,根本幸一,足立区西伊興４丁目８番１号,-,http://www.nemoto-sangyo.co.jp/,03-3857-0868,1,,35.802893,139.780417
7850,株式会社ノムラ,-,足立区一ツ家３丁目２７番３−５０１号,-,-,-,,,35.780196,139.813414
7852,萩商事株式会社,-,足立区中央本町５丁目７番３号,-,-,-,,,35.77781,139.807122
7853,株式会社ハタヤマ電気,-,足立区綾瀬４丁目１１番８号,-,-,-,,,35.765351,139.822318
7854,株式会社花畑製作所,-,足立区西新井栄町１丁目１８番３３−７０１号,建設,-,-,6,,35.774025,139.788795
7855,株式会社ハマノ,浜野宗一,足立区千住仲町２９番８号,商社,http://e-hamano.co.jp/,03-3882-2007,11,,35.744983,139.800544
7856,株式会社ハヤカワ,早川進,足立区入谷２丁目２５番１５号,サービス,-,03-3897-0055,3,,35.808771,139.764252
7857,株式会社林田商会,-,足立区東伊興１丁目５番２号,小売,-,03-3855-2809,1,,35.803208,139.784031
7858,株式会社パリー商事,-,足立区綾瀬４丁目９番６号,-,-,-,,,35.765351,139.822318
7859,株式会社原田,-,足立区中央本町２丁目３番３号,-,-,-,1,,35.769019,139.807742
7861,光管財株式会社,代表取締役 田中 光,足立区栗原３丁目１０番１９−１０５号,-,http://hikal.co.jp/,-,336,,35.780269,139.785368
7862,光商事株式会社,-,足立区加賀２丁目２７番１６号,不動産、レンタル・リース,-,03-3899-3921,2,,35.792695,139.760153
7864,株式会社ヒビキスパイス,中尾洋,足立区綾瀬６丁目２１番１５号,-,http://www.hibikispice.co.jp/,-,46,,35.77093,139.826063
7867,株式会社藤英,-,足立区千住大川町３７番６号,小売,-,03-3881-4931,4,,35.757149,139.79809
7868,株式会社富士コーポレーション,-,足立区柳原１丁目３番１１号,-,-,-,,,35.745585,139.815065
7870,藤倉応用化工株式会社,代表取締役 藤倉 康晴,足立区西新井本町５丁目１０番１１号,建設,http://www.fok.jp,03-3840-3111,40,,35.773892,139.783153
7871,株式会社富士商会,-,足立区竹の塚５丁目１８番１３号,-,-,-,,,35.795687,139.796115
7872,株式会社フジダン,坂本兼司郎,足立区中央本町４丁目２３番１９号,-,http://www.fujidan.com/,-,149,,35.775434,139.808267
7873,株式会社富士宝樹園,-,足立区梅島１丁目３０番１６号,サービス,-,-,,,35.772496,139.800703
7874,株式会社藤原ファミリー,-,足立区西綾瀬３丁目３６番６号,-,-,-,,,35.764148,139.816971
7875,株式会社フジユーエン,-,足立区入谷９丁目３０番２号,-,-,-,60,,35.809011,139.754661
7876,株式会社ファイブオーオー,-,足立区足立１丁目１１番１１号,-,-,-,,,35.761522,139.805576
7877,株式会社ファクトリーフジタ,藤田雄誠,足立区加平１丁目７番１８号,-,http://www.factoryfujita.co.jp/,-,12,,35.775903,139.826866
7878,株式会社フェニックスワールド,-,足立区南花畑４丁目１番１８号,-,-,-,,,35.796992,139.819152
7879,ファミリーライフ株式会社,永松正和,足立区東綾瀬１丁目１０番１２号,-,http://www.familylife.co.jp/,-,6,,35.764485,139.832352
7880,株式会社フクダ,-,足立区保木間２丁目８番１６号,商社,-,03-3885-8039,1,,35.793455,139.806234
7881,株式会社福山産業,-,足立区千住緑町３丁目２１番２６号,建設,-,03-3888-1081,6,,35.747166,139.79246
7882,株式会社扶桑製作所,竹石義雄,足立区鹿浜６丁目１９番８−２０９号,商社,http://www5b.biglobe.ne.jp/~kk-fuso/,03-3899-0127,0,,35.786345,139.759033
7883,船場工業株式会社,-,足立区東伊興２丁目１３番１０号,-,-,-,,,35.80521,139.7882
7885,株式会社ブライト企画,-,足立区大谷田５丁目３０番１２号,-,-,-,5,,35.78373,139.839345
7886,株式会社フローレンス,-,足立区千住１丁目４番１号東京芸術センター１０階,-,-,-,4,,35.747835,139.801407
7887,株式会社プレゼンス,-,足立区一ツ家３丁目２７番３−６０８号,-,-,-,,,35.780196,139.813414
7888,古庄ビル株式会社,-,足立区竹の塚５丁目７番６号,-,-,-,3,,35.795687,139.796115
7890,株式会社ベアーズ,-,足立区日ノ出町１４番３号,メーカー,-,-,23,,35.753521,139.810519
7891,株式会社ペテロ建設,小林実,足立区六木１丁目１０番１０号,建設,-,03-3605-8636,7,,35.791125,139.837839
7893,株式会社宝徳,-,足立区弘道１丁目２１番１１号,-,-,-,,,35.768519,139.812339
7895,株式会社朋友社,-,足立区中央本町５丁目１０番１５号,メーカー,http://www.houyusha.co.jp/,03-3886-6920,0,,35.77781,139.807122
7896,株式会社ホクシン,-,足立区谷中２丁目２３番２０号,-,-,-,1,,35.775863,139.832888
7897,株式会社北斗警備,-,足立区梅田６丁目５番５−２０４号,サービス,-,-,6,,35.768341,139.79706
7898,細井不動産株式会社,-,足立区足立４丁目１７番２号,-,-,-,,,35.766192,139.805789
7899,内田建設株式会社,内田眞,足立区竹の塚５丁目６番５号,建設,http://www.uchida-kk.co.jp/,03-3858-7061,20,,35.795687,139.796115
7900,株式会社本田工務店,-,足立区西新井４丁目３９番２５号,-,-,-,,,35.787855,139.775443
7901,株式会社程田建設,程田博,足立区佐野２丁目２０番９号,建設,-,03-3629-0563,1,,35.787565,139.838744
7902,本町化学工業株式会社,代表取締役社長 寺沢 伸郎,足立区中央本町１丁目２番１１号,商社,http://www.honchochem.jp/,03-3849-3737,87,,35.772771,139.804417
7903,前田住宅設備株式会社,-,足立区西伊興２丁目５番２７号,建設,-,-,1,,35.794578,139.7766
7904,マスセット株式会社,鈴木一成,足立区島根２丁目２５番１７号,小売,http://www.mass-set.co.jp/,03-3858-8111,79,,35.782287,139.800268
7905,正村重機工業株式会社,正村速人,足立区六木４丁目６番３号,建設,http://masamura-jk.co.jp,03-3606-5771,20,,35.795981,139.838221
7907,松幸建設株式会社,-,足立区大谷田５丁目３１番５号,-,-,-,,,35.78373,139.839345
7908,末柄工業株式会社,末柄浩文,足立区綾瀬６丁目２７番６号,建設,-,03-3606-4141,20,,35.77093,139.826063
7909,松本技建株式会社,松本庄司,足立区千住河原町３４番１号,サービス,-,03-3881-7874,2,,35.743103,139.798787
7910,株式会社松屋コーポレーション,-,足立区花畑４丁目１４番１３号,不動産、レンタル・リース,-,-,,,35.803625,139.807797
7911,丸栄建設工業株式会社,吉仲守弘,足立区保塚町８番３１号,建設,-,03-3884-1711,19,,35.786674,139.812942
7912,丸磯運輸株式会社,石井清孝,足立区西新井本町２丁目２９番１号,運輸・倉庫関連,http://www.maruiso.co.jp/,03-3890-1041,55,,35.775826,139.772349
7913,マルイ設備株式会社,本多昌明,足立区西伊興１丁目１番２４号,建設,-,03-3853-2241,0,,35.792396,139.77469
7914,株式会社丸康工務店,鈴木祥夫,足立区梅島３丁目２９番６号,建設,-,03-3889-8402,1,,35.775806,139.794888
7916,株式会社マルサン,-,足立区宮城１丁目４番３号,-,-,-,1,,35.75933,139.755095
7917,株式会社丸宗大商店,-,足立区梅田６丁目１番１号,-,-,-,2,,35.768341,139.79706
7918,株式会社丸信商亊,-,足立区関原２丁目２８番６号,-,-,-,,,35.766962,139.789046
7919,丸昭高田製菓株式会社,高田真也,足立区辰沼２丁目１７番６号,メーカー,http://www.marusyo-takadaseika.co.jp,03-3606-8833,18,,35.789713,139.834325
7920,丸大硝子株式会社,-,足立区扇１丁目１４番３号,-,-,-,,,35.762366,139.774261
7921,丸高商運株式会社,-,足立区新田１丁目１８番１７号,-,-,-,,,35.777123,139.740471
7922,株式会社マルチ・リンクス,-,足立区伊興４丁目９番２３号,メーカー,-,-,,,35.797136,139.784136
7923,株式会社丸山建設,-,足立区加平２丁目２０番４号,建設,-,03-3605-6016,,,35.780366,139.826296
7924,丸和建装株式会社,-,足立区扇１丁目２２番１号,-,-,-,,,35.762366,139.774261
7925,ミクロ工業株式会社,-,足立区新田３丁目８番１３号,商社,-,03-3919-9681,,,35.771394,139.748646
7926,株式会社みすず植毛所,-,足立区関原３丁目１番１５号,商社,-,-,3,,35.771742,139.788709
7927,株式会社ミサワ,青田明子,足立区綾瀬２丁目２８番１３号,不動産、レンタル・リース,http://ehouse-misawa.com/,03-3838-3111,8,,35.759926,139.828332
7928,株式会社三田土木,池田恵一,足立区入谷８丁目３番４号,商社,http://www.mitadoboku.com/,03-3899-4263,8,,35.805268,139.755999
7929,株式会社宮商,-,足立区宮城１丁目１９番１５号,-,-,-,,,35.75933,139.755095
7930,株式会社ミヤマ,-,足立区西伊興１丁目５番２３号,-,-,-,,,35.792396,139.77469
7931,宮脇車輌工業株式会社,宮脇法彦,足立区綾瀬６丁目２６番１５号,建設,http://www.miyawaki-sharyo.co.jp/main.html,03-3629-3266,97,,35.77093,139.826063
7932,株式会社ムツミ,-,足立区伊興４丁目１番１６号,-,-,-,,,35.797136,139.784136
7933,株式会社村上米穀,-,足立区千住元町１１番８号,商社,-,03-3888-3403,11,,35.756114,139.791734
7935,株式会社明和運輸,植田毅,足立区宮城１丁目６番１２号,-,http://www.meiwa-transport.co.jp/,-,87,,35.75933,139.755095
7936,株式会社メディカル・アシスト,-,足立区梅島３丁目３番２４号,-,-,-,,,35.775806,139.794888
7937,望月工業株式会社,-,足立区東和５丁目７番４−９０６号,-,-,-,,,35.775235,139.838226
7938,本山建設株式会社,成清和博,足立区谷中５丁目４番１号,建設,http://www.mtk5511.com,03-3605-3955,54,,35.783196,139.834949
7939,森宮電機株式会社,岡野和宏,足立区保木間１丁目１０番１号,商社,http://www.morimiya.co.jp/,03-3854-2031,34,,35.790538,139.806494
7940,株式会社谷古宇商店,-,足立区西保木間１丁目１２番２１号,-,-,-,2,,35.796496,139.799955
7942,ヤサカ観光興業株式会社,代表取締役 粂田 佳幸,足立区入谷９丁目１８番２１号,サービス,http://www.yasaka.jp/,03-3897-4555,,,35.809011,139.754661
7943,株式会社柳屋,-,足立区千住橋戸町５０番地,-,-,-,3,,35.740193,139.797811
7945,株式会社山一,-,足立区中央本町３丁目１７番１１号,-,-,-,,,35.772271,139.808058
7946,株式会社山元,-,足立区足立４丁目３７番１４号,メーカー,-,03-3852-0881,,,35.766192,139.805789
7948,山下電設株式会社,-,足立区一ツ家１丁目１８番２０号,-,-,-,,,35.781838,139.809753
7949,山商リフォームサービス株式会社,山﨑晶弘,足立区竹の塚６丁目１４番６号,不動産、レンタル・リース,http://www.8044.co.jp/,03-3859-3411,90,,35.795695,139.792763
7950,株式会社やまたけ,代表取締役 山口 大介,足立区西新井５丁目３５番１３号,商社,http://www.yama-take.co.jp/,-,89,,35.784404,139.775653
7951,山鉄工業株式会社,-,足立区中央本町４丁目１０番２号,-,-,-,,,35.775434,139.808267
7952,株式会社ヤマノ,山野雅彦,足立区加平３丁目１８番２号,商社,http://yamano1.co.jp/,03-5616-1789,26,,35.780082,139.82902
7953,株式会社山藤,佐藤信高,足立区大谷田４丁目３番１６号,商社,http://www.yamafuji-b.jp/,03-3605-5157,18,,35.778912,139.838128
7955,株式会社ヤヨイ本店,-,足立区千住２丁目５５番地,-,-,-,7,,35.74958,139.801967
7956,株式会社ユウト建設,會野浩二,足立区六木２丁目７番２１号,建設,-,03-3606-0411,9,,35.792553,139.842313
